KO6	WT8	KO2	KO5	OE2	WT1	WT2	WT4	KO7	KO3	WT6	KO9	WT3	KO1	KO4	WT5	KO8	OE6	OE5	WT7	OE7	WT9	OE1	OE8	OE9
OTU_88	5.203	5.2236	4.8234	5.3251	3.8413	6.1785	5.506	5.2247	6.6905	5.1129	6.9085	5.5112	4.2679	5.5175	5.809	5.7357	5.3653	4.0911	3.6205	4.8703	4.6866	5.0424	2.6662	4.3584	3.915
OTU_86	6.2903	5.4404	6.0825	5.9496	5.1015	6.0583	6.4115	6.2658	6.4978	6.0164	5.5829	5.7689	5.9155	5.8586	6.0421	5.6755	6.2721	5.4522	5.6962	5.6428	4.9403	5.5271	5.7675	4.6662	5.0817
OTU_6	8.7702	8.4111	8.2574	7.9824	7.9129	8.2575	7.569	8.2887	8.3908	7.4781	8.3799	8.0911	8.3041	8.1083	8.3421	8.4131	8.6653	7.8514	8.2842	8.6104	8.5593	8.2282	8.0681	7.6856	8.018
OTU_125	6.7008	5.2236	6.2644	6.4572	6.2159	5.7313	6.3567	5.599	5.7975	5.1129	5.6877	6.7664	5.23	6.5337	6.0204	6.0522	6.4656	6.1399	6.422	4.8703	4.3786	4.9577	6.0262	5.8957	5.955
OTU_31	5.804	4.2617	6.862	5.9496	4.7901	5.2357	6.9818	6.8445	4.5139	5.5295	4.3824	5.9311	6.0706	5.8071	5.4998	4.8739	5.8888	4.7938	4.1658	6.6006	4.6866	5.7947	3.5478	3.9666	3.3771
OTU_113	4.6157	3.335	3.8735	3.9179	4.3923	3.8593	2.5265	3.7717	3.5757	2.4944	3.9486	3.8049	2.4767	3.7246	4.2249	4.0224	4.1411	2.6662	4.1658	4.1658	3.4464	3.618	3.5478	2.5553	2.5097
OTU_398	2.7223	0.0	2.8217	2.0899	2.9386	3.4131	0.0	2.8736	1.9925	2.1623	0.0	2.0855	1.7151	1.6025	0.98789	1.6684	3.2206	0.0	0.0	2.2529	3.4464	0.0	2.6662	0.0	0.0
OTU_44	5.517	2.8198	5.283	5.4735	5.3576	5.7313	4.4353	4.5331	5.1601	5.7	3.7693	5.8112	5.7418	6.6842	6.1258	5.4781	6.5746	5.4522	6.1043	5.2729	5.7933	4.3072	5.2643	4.6662	4.8664
OTU_236	4.6801	4.4733	4.4754	4.9728	3.8413	4.3438	6.6354	3.3914	5.6626	3.8977	4.1081	4.1725	4.2679	3.7246	4.7839	4.3651	6.0485	4.7938	4.5606	4.0059	4.3786	4.7717	5.0481	4.9197	3.3771
OTU_214	3.7353	3.7138	3.8735	4.9728	0.0	4.0395	3.1597	5.3419	3.6912	4.3715	3.3256	3.529	3.6341	3.7246	4.0646	5.7357	3.5964	3.5478	3.6205	5.3416	4.9403	3.3783	3.5478	3.9666	3.3771
OTU_154	4.6801	3.335	4.145	3.9179	0.0	4.4748	4.0766	4.6284	4.078	2.7642	4.2518	4.1061	3.3409	4.1121	3.9772	3.2802	3.5964	3.5478	4.1658	3.6205	3.4464	2.2508	3.5478	3.4271	3.3771
OTU_55	6.2903	5.2236	5.3913	5.8445	4.7901	4.9949	5.8216	5.2247	6.5599	5.0637	5.9205	6.2406	5.5442	5.6404	5.9984	6.497	6.3477	5.0481	5.1251	5.1251	6.0303	5.4671	2.6662	2.5553	5.5834
OTU_159	4.8009	4.6578	3.5388	3.9179	2.9386	3.8593	2.8776	3.3914	3.4503	3.1876	4.3824	4.6159	4.2679	5.5802	3.678	4.5101	4.5355	3.5478	2.7333	4.1658	3.4464	4.7717	2.6662	0.0	2.5097
OTU_41	6.0915	0.0	6.6819	6.3652	0.0	5.9271	6.1138	6.2952	4.078	6.4193	3.9486	4.6159	5.9155	7.8653	6.0204	5.2493	4.9129	5.2643	4.8703	5.5298	4.3786	2.2508	4.4848	3.9666	2.5097
OTU_100	4.2416	3.7138	3.8735	4.1116	2.9386	5.0797	4.5374	3.7717	4.3827	5.377	4.8113	4.0365	4.5748	4.5486	4.3692	4.0224	4.5355	5.0481	4.5606	4.4407	4.3786	4.9577	4.0911	3.4271	3.915
OTU_372	1.0839	0.0	2.4731	1.0606	0.0	1.5511	3.1597	2.0582	0.99498	3.5146	0.0	1.3907	2.9726	2.8298	1.9818	1.6684	2.3676	0.0	2.7333	2.2529	0.0	0.0	0.0	0.0	0.0
OTU_87	6.351	6.4738	6.9532	6.8726	6.5597	6.359	5.1667	6.2952	6.9673	6.9386	5.7853	6.4015	7.2665	7.0372	7.0948	7.8711	7.3512	5.9026	6.2181	6.8565	6.7137	5.5847	6.2454	5.1353	6.418
OTU_201	3.9596	2.8198	2.4731	3.1044	3.8413	2.7637	2.0616	2.5228	4.1604	0.0	2.2048	1.3907	3.8776	2.3429	4.3692	5.4058	2.711	2.6662	0.0	3.6205	2.573	2.731	3.5478	3.4271	2.5097
OTU_80	5.6192	7.309	4.6599	5.4735	5.3576	4.4748	5.5556	4.8817	4.9445	5.5295	3.5644	4.3551	4.9392	4.9796	5.4025	4.3651	5.6306	4.7938	5.1251	5.4697	5.156	3.618	5.0481	5.1353	5.269
OTU_70	6.331	6.5689	5.7977	5.9496	4.3923	6.4573	5.4016	5.5016	4.9445	6.0164	4.3824	5.3768	6.0706	5.9084	5.883	6.2715	6.3961	5.0481	5.3416	6.1432	5.5095	6.7817	2.6662	4.3584	5.269
OTU_82	5.7748	4.6578	5.166	5.1597	3.8413	5.6779	5.2291	5.0288	4.9903	5.2942	5.6877	5.6804	4.9392	5.235	5.2243	5.3297	5.747	3.5478	4.5606	5.6428	4.6866	4.1633	4.4848	4.3584	4.8664
OTU_241	4.3246	2.8198	4.2637	3.5678	3.8413	4.1996	4.3254	3.1557	3.798	3.1876	2.6815	3.9633	3.6341	2.8298	3.678	2.9138	4.7736	3.5478	3.6205	2.7333	3.4464	3.618	3.5478	3.9666	4.3059
OTU_136	3.7353	3.7138	3.5388	3.4292	3.8413	3.1247	3.3956	3.7717	3.5757	2.7642	4.2518	3.9633	3.3409	3.1932	4.2988	2.4215	4.1411	0.0	2.7333	2.7333	2.573	4.0034	4.0911	2.5553	0.0
OTU_888	2.9484	0.0	3.5388	3.6942	2.9386	3.1247	3.3956	4.0723	2.5766	1.1102	4.3824	3.1875	3.6341	4.8833	2.5647	1.6684	3.2206	2.6662	2.7333	2.7333	3.9865	4.6688	0.0	0.0	3.915
OTU_198	0.0	0.0	2.0125	0.0	0.0	0.0	1.3714	0.0	0.99498	0.0	0.0	0.85681	1.7151	0.0	5.2982	0.0	1.2552	0.0	0.0	1.5277	0.0	0.0	0.0	0.0	0.0
OTU_194	4.9651	3.7138	4.6599	4.1116	2.9386	4.9048	5.0332	4.202	5.2756	2.9914	4.7154	4.7951	4.0859	4.7801	4.5003	4.6418	5.316	3.5478	0.0	3.8261	0.0	3.618	4.0911	2.5553	4.3059
OTU_65	6.2485	5.5377	7.0389	5.3251	4.3923	6.1395	5.2291	5.3419	6.8969	5.2942	5.8318	4.4111	6.1654	4.4173	5.5308	5.8491	5.04	5.7675	4.5606	5.2729	3.4464	5.5847	4.4848	3.9666	5.269
OTU_175	3.4697	0.0	2.0125	3.2759	0.0	1.5511	3.5983	2.5228	2.7987	2.9914	2.6815	2.3378	3.6341	2.3429	2.5647	2.9138	3.4207	2.6662	0.0	2.2529	3.4464	3.3783	2.6662	0.0	0.0
OTU_89	5.6835	4.0136	6.0499	4.922	5.7638	6.0995	6.2404	5.9706	4.7977	5.8232	4.3824	5.0281	5.3152	6.2157	5.5612	5.6755	6.1364	4.7938	5.6962	5.8454	4.9403	4.3072	4.7938	4.6662	4.8664
OTU_190	6.8622	5.4404	6.5711	6.6874	5.7638	6.4573	6.4382	6.584	6.8727	6.6532	6.1938	6.5082	6.7282	6.2547	6.6764	6.8638	7.7913	5.6185	6.7595	6.9692	6.3257	5.9343	5.4522	6.3911	6.4951
OTU_216	4.0598	2.8198	3.5388	4.1995	0.0	4.1996	3.1597	2.8736	3.798	2.7642	3.0392	3.1875	4.4295	3.1932	3.4373	4.3651	4.3517	3.5478	0.0	3.8261	0.0	3.3783	0.0	3.9666	4.3059
OTU_107	4.4775	3.7138	5.9472	5.1597	4.3923	5.6779	6.011	5.3971	5.0777	4.8485	4.5021	5.0636	5.5442	5.3109	5.2243	5.0738	5.8196	5.0481	4.1658	5.6428	5.3435	4.0034	5.4522	4.3584	4.8664
OTU_131	4.6801	0.0	2.4731	3.1044	2.9386	4.1996	0.0	2.0582	3.798	5.9638	0.0	1.3907	1.7151	1.6025	2.3025	2.4215	3.5964	0.0	2.7333	3.093	0.0	3.0906	0.0	0.0	0.0
OTU_220	3.4697	2.8198	0.0	4.922	0.0	1.5511	1.3714	2.5228	0.99498	0.0	0.0	2.5524	0.0	0.0	1.5688	1.6684	3.4207	0.0	3.6205	1.5277	3.9865	3.618	0.0	0.0	0.0
OTU_206	2.7223	0.0	3.8735	3.1044	2.9386	1.5511	3.3956	2.5228	3.8975	2.9914	2.2048	3.053	1.7151	3.1932	3.3001	2.4215	3.5964	0.0	2.7333	3.3808	0.0	2.731	2.6662	2.5553	2.5097
OTU_105	3.3159	6.6582	2.4731	4.758	4.3923	4.3438	3.1597	4.5331	5.0777	3.8977	4.9012	4.5171	4.5748	3.1932	4.7315	4.5101	4.9129	3.5478	3.6205	5.1251	0.0	4.4381	0.0	3.9666	3.3771
OTU_140	4.2416	6.6582	4.9703	4.4349	2.9386	4.4748	3.7759	3.9298	4.5139	5.8525	4.5021	4.9163	4.9392	4.9796	4.5003	4.3651	5.2648	4.7938	2.7333	4.4407	3.9865	5.6935	2.6662	2.5553	3.915
OTU_743	3.3159	3.335	4.0156	3.8104	3.8413	3.4131	2.8776	3.1557	3.161	3.5146	2.6815	3.4239	3.3409	2.8298	3.7848	3.2802	3.753	2.6662	3.6205	2.7333	2.573	3.0906	2.6662	2.5553	0.0
OTU_536	2.454	0.0	4.4754	3.2759	0.0	2.2813	2.0616	2.5228	1.9925	2.9914	0.0	2.0855	0.0	1.6025	2.7865	1.6684	1.9161	2.6662	0.0	1.5277	0.0	0.0	0.0	0.0	0.0
OTU_163	3.3159	3.335	4.4754	4.1116	0.0	4.5949	3.1597	4.0723	3.6912	2.1623	1.488	3.4239	3.6341	3.4833	3.7848	3.5721	4.023	2.6662	3.6205	3.6205	3.4464	2.731	2.6662	2.5553	2.5097
OTU_78	4.9651	4.4733	4.3734	4.3606	4.7901	4.3438	4.6328	4.6284	4.2384	4.0057	3.7693	5.1319	5.4718	4.2728	4.6205	4.8739	3.8943	2.6662	3.6205	5.0451	2.573	4.6688	2.6662	3.4271	3.3771
OTU_275	2.7223	0.0	3.1022	1.0606	0.0	2.2813	0.0	2.5228	0.0	1.7301	2.6815	2.7392	2.9726	2.3429	1.5688	1.6684	2.3676	2.6662	0.0	2.2529	0.0	2.2508	0.0	0.0	0.0
OTU_134	5.065	4.0136	4.0156	4.1116	0.0	3.6534	4.0766	3.5941	4.2384	4.2884	1.488	4.5674	4.8277	3.1932	4.5003	4.5101	4.2502	4.0911	0.0	3.3808	3.4464	3.0906	3.5478	2.5553	2.5097
OTU_143	4.0598	4.0136	3.7159	3.4292	2.9386	4.9949	3.1597	2.5228	3.161	3.5146	3.7693	3.7187	3.3409	4.9796	3.9772	4.5101	4.023	3.5478	2.7333	3.3808	3.4464	3.3783	2.6662	3.4271	0.0
OTU_277	2.454	3.335	2.4731	2.0899	0.0	3.1247	2.5265	3.7717	1.5783	1.1102	2.6815	0.85681	2.4767	3.4833	1.9818	2.4215	0.0	2.6662	2.7333	2.2529	0.0	0.0	3.5478	3.4271	0.0
OTU_438	2.1242	2.8198	3.5388	2.9097	0.0	0.0	1.3714	2.0582	1.9925	1.1102	2.6815	2.5524	2.4767	3.1932	1.9818	1.6684	0.0	0.0	0.0	0.0	0.0	1.5259	2.6662	0.0	0.0
OTU_153	3.8518	3.7138	4.5706	3.9179	3.8413	3.6534	4.8861	4.6284	4.3827	1.7301	3.9486	3.053	3.8776	3.1932	3.4373	3.5721	3.753	2.6662	2.7333	4.0059	0.0	3.0906	3.5478	2.5553	2.5097
OTU_158	3.1438	2.8198	1.332	2.0899	2.9386	3.1247	2.8776	2.5228	2.3139	3.3604	2.2048	2.3378	2.4767	2.8298	3.1483	3.5721	2.3676	3.5478	0.0	2.7333	2.573	3.0906	0.0	0.0	3.915
OTU_283	3.1438	4.0136	2.8217	2.0899	2.9386	3.8593	3.3956	2.8736	2.5766	4.1062	3.3256	3.3105	2.4767	3.1932	1.9818	4.2039	3.753	4.0911	0.0	3.6205	2.573	4.6688	3.5478	2.5553	2.5097
OTU_414	0.0	2.0109	2.4731	3.2759	2.9386	1.5511	0.0	2.8736	1.9925	2.4944	2.6815	1.7795	1.7151	2.3429	2.3025	1.6684	0.0	0.0	0.0	2.2529	0.0	0.0	0.0	2.5553	0.0
OTU_169	2.1242	4.4733	0.0	2.6846	0.0	0.0	2.0616	2.0582	3.6912	4.2002	5.2819	2.0855	2.4767	0.0	2.9787	1.6684	1.9161	4.0911	0.0	0.0	2.573	2.731	3.5478	0.0	2.5097
OTU_172	2.9484	2.0109	4.4754	3.1044	2.9386	2.2813	2.8776	4.321	2.5766	1.7301	0.0	2.5524	3.3409	3.1932	3.3001	2.4215	2.9882	3.5478	3.6205	3.6205	2.573	3.3783	2.6662	0.0	3.915
OTU_56	6.4651	5.6289	5.9472	6.4027	6.3399	6.4573	6.2704	6.1093	6.7582	5.6342	5.8318	6.6195	6.0207	5.4519	6.4354	6.5978	6.532	6.3437	5.8454	6.9473	6.3257	6.2515	5.2643	5.3228	5.7182
OTU_908	3.4697	4.4733	3.7159	3.8104	4.3923	3.4131	3.3956	2.8736	2.9912	4.2002	3.0392	2.5524	3.3409	3.9314	3.1483	4.2039	3.4207	4.4848	4.5606	3.093	3.4464	4.0034	3.5478	3.4271	4.6132
OTU_97	4.0598	5.945	2.4731	1.0606	0.0	3.6534	4.2064	0.0	0.0	3.5146	3.9486	3.3105	3.3409	2.8298	3.4373	4.0224	1.9161	2.6662	0.0	5.8454	3.4464	4.1633	3.5478	0.0	3.3771
OTU_174	3.6086	3.335	2.0125	3.4292	2.9386	2.7637	3.5983	3.3914	5.2381	2.9914	4.1081	2.9046	3.3409	2.8298	2.7865	3.8147	2.9882	2.6662	0.0	4.0059	0.0	3.0906	2.6662	3.4271	2.5097
OTU_144	0.0	2.8198	3.1022	2.6846	2.9386	4.1996	2.8776	2.8736	1.5783	4.2884	1.488	2.0855	1.7151	2.8298	2.3025	3.5721	3.753	0.0	0.0	2.2529	0.0	2.731	0.0	0.0	2.5097
OTU_929	2.7223	0.0	2.8217	2.9097	0.0	2.7637	2.8776	2.8736	3.161	2.4944	1.488	2.3378	1.7151	2.3429	2.3025	2.9138	3.5964	3.5478	2.7333	3.3808	2.573	2.2508	0.0	2.5553	3.3771
OTU_829	2.454	0.0	2.0125	1.6652	2.9386	2.2813	3.3956	2.8736	3.8975	2.9914	1.488	0.85681	2.4767	2.3429	2.7865	2.4215	3.2206	0.0	0.0	1.5277	3.9865	1.5259	0.0	2.5553	3.3771
OTU_281	3.6086	2.8198	2.8217	3.6942	2.9386	2.2813	0.0	2.0582	3.161	2.7642	3.3256	1.7795	2.9726	3.9314	3.7848	2.9138	2.3676	0.0	2.7333	2.2529	0.0	0.0	0.0	0.0	0.0
OTU_77	3.6086	2.0109	4.6599	4.3606	3.8413	5.3078	4.4353	3.9298	4.3124	3.5146	2.6815	6.0769	2.4767	4.7801	5.2243	5.3297	5.7092	4.4848	4.1658	5.0451	4.3786	1.5259	2.6662	3.9666	4.3059
OTU_92	5.1125	5.7956	4.5706	5.1152	4.3923	5.3078	4.6328	4.6284	5.5447	4.4501	4.5021	5.0981	4.5748	4.5486	4.5003	5.4781	5.5041	2.6662	4.5606	5.2729	3.9865	5.0424	4.4848	3.9666	5.269
OTU_232	1.6958	3.335	2.4731	4.018	3.8413	2.7637	2.0616	3.5941	3.5757	3.6539	2.6815	3.8049	3.8776	3.1932	2.5647	2.4215	4.5355	2.6662	3.6205	3.093	3.4464	4.4381	3.5478	0.0	0.0
OTU_210	2.1242	2.0109	3.5388	2.6846	0.0	0.0	2.0616	1.3686	2.5766	2.1623	0.0	3.3105	2.4767	3.1932	2.5647	0.0	1.9161	0.0	0.0	2.2529	2.573	1.5259	2.6662	0.0	2.5097
OTU_362	2.454	2.0109	2.8217	3.6942	2.9386	2.2813	3.1597	1.3686	2.5766	1.7301	3.0392	1.7795	3.3409	2.3429	2.7865	0.0	2.711	2.6662	3.6205	1.5277	0.0	0.0	2.6662	0.0	2.5097
OTU_943	3.4697	2.0109	3.1022	2.4177	2.9386	1.5511	0.0	2.8736	0.99498	1.1102	0.0	3.8049	0.0	1.6025	2.9787	0.0	2.3676	0.0	3.6205	2.2529	4.3786	2.2508	2.6662	0.0	3.915
OTU_120	5.3685	3.335	4.5706	5.6709	2.9386	4.4748	4.2064	5.9337	4.9445	5.9903	5.6877	5.7473	4.4295	4.8833	5.0639	5.6755	5.6705	4.0911	5.6962	5.2729	4.3786	4.3072	4.0911	3.9666	4.6132
OTU_145	3.7353	4.9682	3.7159	3.8104	2.9386	2.7637	3.1597	4.202	4.5139	4.4501	4.1081	3.7187	3.3409	4.1121	3.5627	3.8147	4.6193	0.0	2.7333	2.2529	2.573	3.8235	4.4848	2.5553	0.0
OTU_184	3.6086	4.9682	3.5388	3.9179	2.9386	4.1996	5.1015	4.321	4.6342	2.9914	4.6127	4.5171	4.2679	4.1121	4.6771	4.8739	4.845	2.6662	3.6205	3.8261	3.4464	3.8235	3.5478	3.4271	2.5097
OTU_503	2.1242	0.0	1.332	3.4292	0.0	3.6534	2.5265	2.8736	2.9912	0.0	1.488	2.0855	1.7151	2.8298	2.3025	1.6684	3.5964	0.0	0.0	2.7333	0.0	2.2508	3.5478	3.4271	2.5097
OTU_209	4.7418	3.7138	4.3734	3.2759	2.9386	4.3438	3.9341	3.3914	3.8975	4.1062	2.6815	3.7187	4.5748	3.7246	4.2988	4.2039	3.753	2.6662	3.6205	4.0059	4.6866	3.0906	4.0911	4.3584	3.915
OTU_319	2.7223	2.8198	1.332	2.0899	0.0	2.2813	2.5265	1.3686	1.9925	1.7301	1.488	2.0855	0.0	1.6025	2.5647	1.6684	2.3676	0.0	0.0	3.093	0.0	1.5259	0.0	0.0	0.0
OTU_152	2.454	4.2617	2.4731	3.1044	2.9386	0.0	0.0	3.1557	1.5783	2.9914	3.9486	3.8049	3.3409	4.1121	1.9818	1.6684	3.4207	0.0	3.6205	2.2529	0.0	4.3072	0.0	0.0	3.915
OTU_256	2.454	2.8198	0.0	2.4177	2.9386	2.2813	2.0616	2.5228	0.0	3.1876	2.6815	2.7392	0.0	2.8298	1.9818	2.4215	0.0	0.0	2.7333	2.7333	0.0	3.8235	0.0	0.0	2.5097
OTU_213	4.0598	4.0136	3.5388	3.2759	0.0	3.4131	3.3956	3.9298	2.5766	3.5146	3.3256	3.529	4.0859	3.7246	4.6205	3.2802	2.711	3.5478	2.7333	3.093	0.0	3.618	2.6662	0.0	0.0
OTU_260	3.3159	4.4733	3.1022	2.4177	3.8413	4.0395	2.8776	3.1557	2.3139	2.9914	1.488	3.3105	3.8776	3.4833	3.8842	2.9138	3.5964	3.5478	2.7333	3.8261	3.9865	4.8677	2.6662	0.0	3.915
OTU_182	2.9484	4.6578	2.8217	4.3606	2.9386	1.5511	2.5265	2.0582	0.0	0.0	1.488	1.7795	1.7151	2.8298	3.7848	3.5721	0.0	0.0	0.0	1.5277	2.573	2.2508	3.5478	2.5553	2.5097
OTU_146	5.3289	3.335	5.8366	4.9728	4.3923	4.8087	4.2064	5.0288	5.1997	4.5954	4.1081	4.1725	3.6341	4.2728	4.5003	5.1642	4.7736	2.6662	3.6205	4.0059	4.6866	3.3783	2.6662	3.4271	4.3059
OTU_137	2.9484	3.335	3.8735	3.6942	0.0	1.5511	3.9341	4.0723	3.9906	3.3604	3.0392	3.7187	3.3409	3.1932	2.9787	4.0224	4.2502	2.6662	3.6205	3.093	3.9865	3.8235	2.6662	3.9666	4.6132
OTU_106	2.1242	6.5221	0.0	2.4177	0.0	3.1247	2.0616	4.5331	0.0	3.781	4.1081	2.9046	3.6341	2.8298	0.0	2.9138	1.2552	0.0	0.0	4.7743	0.0	5.978	0.0	3.4271	0.0
OTU_117	4.8578	2.0109	4.4754	4.758	4.3923	4.3438	3.9341	4.321	4.5139	3.3604	3.3256	4.5674	5.0428	4.2728	4.2988	5.0738	4.2502	2.6662	4.5606	4.5606	2.573	4.6688	2.6662	0.0	3.3771
OTU_45	5.4813	3.335	5.4426	5.4012	5.5749	5.2357	5.4547	5.0288	5.5751	4.663	4.6127	5.6341	5.4718	5.7536	5.4025	5.6127	5.6306	4.0911	5.3416	5.3416	5.5095	5.1983	6.0262	5.3228	3.915
OTU_270	3.4697	0.0	3.1022	4.573	3.8413	2.7637	2.8776	2.0582	2.5766	1.7301	0.0	2.7392	2.9726	2.8298	1.5688	3.2802	1.2552	0.0	0.0	2.7333	2.573	1.5259	0.0	0.0	2.5097
OTU_177	4.1536	0.0	1.332	4.758	2.9386	2.2813	2.8776	2.5228	2.7987	2.9914	4.6127	3.627	1.7151	3.1932	4.147	3.5721	1.2552	0.0	0.0	2.7333	2.573	2.2508	2.6662	0.0	0.0
OTU_334	4.9651	2.8198	5.1037	4.8694	2.9386	3.4131	4.6328	4.7179	4.7977	4.663	3.7693	3.9633	4.9392	6.8963	6.8339	4.6418	5.7838	5.6185	5.3416	4.1658	4.6866	4.0034	4.4848	3.9666	3.915
OTU_63	5.3685	6.2041	5.492	5.2447	2.9386	6.2534	5.4016	5.6453	5.1997	5.9638	5.3474	5.9118	4.8277	6.1344	5.1057	5.4058	6.1922	5.6185	4.5606	6.2893	4.6866	6.2155	3.5478	3.9666	4.3059
OTU_126	4.5482	3.335	4.4754	4.9728	4.7901	4.9048	4.8065	4.4309	4.8483	4.5246	3.7693	4.6159	3.6341	4.8833	4.3692	4.0224	5.5475	4.0911	3.6205	4.5606	4.3786	3.3783	3.5478	3.9666	2.5097
OTU_79	4.0598	5.7147	4.0156	4.018	3.8413	4.9048	3.9341	4.4309	5.1997	5.7318	3.7693	4.0365	4.5748	4.7801	4.0646	4.0224	5.2648	2.6662	4.1658	4.5606	3.4464	4.3072	2.6662	0.0	2.5097
OTU_203	0.0	4.2617	2.0125	3.5678	0.0	1.5511	2.0616	2.0582	4.078	2.1623	3.3256	2.9046	2.4767	3.9314	2.3025	1.6684	3.2206	0.0	2.7333	0.0	0.0	3.0906	0.0	2.5553	0.0
OTU_384	2.454	3.7138	1.332	3.6942	2.9386	3.8593	4.2064	3.5941	3.9906	1.1102	3.3256	3.053	3.3409	5.1547	1.9818	2.9138	2.3676	4.0911	3.6205	4.9603	3.4464	3.0906	0.0	2.5553	3.3771
OTU_249	2.1242	2.0109	3.1022	1.6652	0.0	3.1247	2.8776	2.8736	2.9912	1.7301	0.0	2.3378	2.4767	2.8298	1.9818	2.9138	2.711	0.0	2.7333	2.7333	0.0	2.2508	0.0	0.0	0.0
OTU_254	2.1242	3.7138	2.0125	1.6652	2.9386	2.7637	4.7223	2.0582	3.161	1.7301	2.6815	1.7795	2.9726	1.6025	2.5647	1.6684	3.4207	2.6662	0.0	2.7333	0.0	2.2508	0.0	0.0	0.0
OTU_51	4.2416	5.3361	4.4754	5.5423	3.8413	4.3438	3.7759	5.4503	5.5751	5.9903	0.0	5.0636	2.9726	5.5802	5.0208	4.6418	5.2118	2.6662	2.7333	3.6205	3.4464	3.0906	0.0	3.4271	2.5097
OTU_147	3.4697	5.7147	3.7159	3.2759	0.0	5.0797	3.7759	3.1557	3.6912	4.7275	3.9486	4.1061	3.3409	4.1121	4.2988	5.1642	4.023	3.5478	3.6205	4.3098	3.9865	4.1633	0.0	3.4271	3.3771
OTU_800	3.3159	2.0109	4.145	3.1044	2.9386	3.1247	2.8776	3.9298	3.5757	3.6539	3.9486	4.1725	4.0859	4.4173	3.3001	3.5721	4.9779	0.0	2.7333	0.0	3.4464	1.5259	4.0911	0.0	0.0
OTU_127	5.1125	4.2617	5.2257	4.5056	4.3923	4.9949	5.3463	5.0971	5.5751	4.7275	3.9486	4.8367	4.2679	4.2728	5.1463	4.6418	6.1646	3.5478	5.3416	4.9603	4.3786	4.4381	3.5478	2.5553	3.915
OTU_556	4.1536	4.9682	3.5388	4.1116	0.0	4.1996	4.8065	3.7717	4.4498	3.6539	3.7693	4.7524	4.4295	4.9796	3.5627	3.8147	3.5964	0.0	0.0	4.3098	2.573	3.8235	0.0	0.0	3.915
OTU_248	1.0839	0.0	2.8217	1.0606	2.9386	2.2813	1.3714	1.3686	2.9912	1.1102	1.488	1.7795	1.7151	0.0	4.7315	1.6684	1.2552	0.0	0.0	1.5277	0.0	3.0906	0.0	2.5553	0.0
OTU_135	3.8518	2.0109	2.4731	3.2759	0.0	3.4131	1.3714	2.5228	3.6912	5.0128	3.3256	2.0855	3.8776	2.3429	3.678	0.0	2.711	2.6662	0.0	3.093	0.0	2.2508	2.6662	3.4271	3.3771
OTU_229	2.7223	2.0109	2.4731	2.0899	0.0	3.1247	2.8776	2.8736	1.9925	1.1102	1.488	2.5524	1.7151	0.0	1.9818	2.4215	2.9882	0.0	0.0	0.0	0.0	2.2508	0.0	0.0	2.5097
OTU_115	4.8578	4.0136	5.1037	4.8694	4.3923	4.8087	4.6328	5.5016	4.3124	3.781	3.9486	4.2359	4.8277	4.5486	3.7848	4.9773	5.4131	2.6662	4.1658	4.7743	3.9865	3.3783	3.5478	2.5553	3.915
OTU_635	2.7223	3.335	2.4731	1.0606	0.0	2.7637	2.8776	1.3686	1.9925	1.7301	0.0	1.7795	2.4767	2.3429	1.9818	0.0	2.3676	0.0	2.7333	1.5277	0.0	1.5259	0.0	2.5553	0.0
OTU_205	2.7223	3.335	3.1022	1.6652	0.0	2.7637	3.1597	2.0582	2.7987	3.1876	1.488	2.5524	0.0	3.4833	2.5647	1.6684	3.4207	0.0	2.7333	0.0	0.0	0.0	0.0	0.0	0.0
OTU_227	1.0839	3.335	2.0125	1.6652	0.0	0.0	0.0	0.0	0.0	3.6539	3.7693	2.3378	1.7151	2.3429	1.5688	1.6684	1.9161	0.0	0.0	1.5277	0.0	2.731	0.0	2.5553	3.3771
OTU_150	2.7223	2.8198	1.332	3.5678	0.0	3.1247	1.3714	2.8736	3.4503	2.4944	2.6815	4.6628	1.7151	3.4833	2.5647	0.0	2.9882	2.6662	2.7333	5.8454	3.4464	1.5259	2.6662	0.0	3.3771
OTU_189	2.454	0.0	2.8217	2.0899	0.0	3.1247	1.3714	2.0582	2.5766	3.3604	3.7693	2.0855	2.9726	2.3429	2.9787	3.2802	1.2552	2.6662	0.0	2.7333	0.0	3.8235	0.0	0.0	0.0
OTU_122	1.6958	3.335	3.1022	3.1044	0.0	3.1247	4.7223	2.0582	2.7987	4.7893	3.5644	3.8863	1.7151	4.5486	3.4373	2.4215	3.2206	0.0	0.0	4.1658	3.4464	3.8235	0.0	2.5553	2.5097
OTU_114	3.9596	3.335	4.9703	4.573	3.8413	3.1247	3.5983	2.0582	2.9912	4.4501	2.6815	3.8049	4.7068	4.1121	4.5617	4.0224	4.6985	4.0911	4.1658	3.3808	3.4464	3.8235	2.6662	3.4271	3.3771
OTU_392	3.4697	2.8198	4.0156	4.6989	0.0	3.6534	3.1597	3.7717	3.5757	3.1876	2.2048	2.9046	3.6341	3.7246	3.7848	3.8147	3.2206	3.5478	0.0	4.1658	0.0	3.0906	2.6662	2.5553	3.915
OTU_337	2.9484	0.0	2.0125	2.4177	2.9386	2.7637	3.5983	1.3686	3.5757	2.9914	3.9486	1.7795	2.4767	2.8298	1.9818	2.4215	3.2206	2.6662	3.6205	3.093	0.0	0.0	0.0	0.0	0.0
