KO6	WT8	KO2	KO5	OE2	WT1	WT2	WT4	KO7	KO3	WT6	KO9	WT3	KO1	KO4	WT5	KO8	OE6	OE5	WT7	OE7	WT9	OE1	OE8	OE9
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae	0.000275722623041	9.12325517745e-05	0.000125039074711	0.0	0.000689179875948	0.000346668515565	0.00029084563368	0.000261335424017	0.000260509948224	0.000147601476015	0.00045516613564	0.000151308821304	0.000100836946657	0.000364113020682	3.34918614777e-05	0.0	0.000120230843219	0.0	0.0	0.00014531715469	0.00021186440678	7.18907260963e-05	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae	0.000873121639631	0.000364930207098	0.000437636761488	0.00106178788745	0.0	0.000762670734244	0.00065440267578	0.000849340128054	0.000651274870559	0.000856088560886	0.00106205431649	0.000484188228174	0.000605021679944	0.000218467812409	0.00103824770581	0.000334135257952	0.000561077268355	0.000252525252525	0.000291036088475	0.000871902928141	0.000847457627119	0.00136592379583	0.000328731097962	0.0	0.000488042947779
k__Bacteria;p__Proteobacteria;c__;o__;f__	0.000229768852534	0.000182465103549	6.25195373554e-05	0.000408379956712	0.0	0.000277334812452	7.271140842e-05	0.000261335424017	0.00032563743528	0.000118081180812	0.00022758306782	0.000907852927826	0.000100836946657	0.000364113020682	0.000167459307388	0.0	0.000200384738698	0.000252525252525	0.000291036088475	0.00217975732035	0.000423728813559	7.18907260963e-05	0.000328731097962	0.0	0.000488042947779
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	0.00128670557419	0.00209834869081	0.00193810565802	0.00334871564504	0.0013783597519	0.00228801220273	0.00232676506944	0.00215601724814	0.00234458953401	0.00171217712177	0.00288271885905	0.00396429111817	0.00131088030654	0.00211185551995	0.00231093844196	0.00233894680567	0.00288554023726	0.0010101010101	0.0023282887078	0.00268836736177	0.00169491525424	0.00143781452193	0.00197238658777	0.0025026814444	0.00146412884334
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__	0.00657138918248	0.00374053462275	0.00468896530166	0.00677910728141	0.00585802894555	0.00526936143659	0.00596233549044	0.00509604076833	0.00634992998795	0.00236162361624	0.00477924442421	0.00674837343017	0.00504184733286	0.00371395281095	0.00542568155938	0.0056134723336	0.00500961846746	0.00505050505051	0.00494761350407	0.00755649204389	0.00593220338983	0.00488856937455	0.00394477317554	0.00500536288881	0.00488042947779
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae	0.0483893203437	0.0163306267676	0.0290715848703	0.033650508433	0.0348035837354	0.0310614989947	0.0298116774522	0.0329935972821	0.0381321436712	0.0128708487085	0.0259444697315	0.0384324406113	0.0457799737824	0.0245412175939	0.0348315359368	0.0282678428228	0.0287351715293	0.0277777777778	0.0259022118743	0.0380004359515	0.0277542372881	0.0312724658519	0.0355029585799	0.0343224883804	0.0275744265495
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae	0.0276182160746	0.0133199525591	0.0215067208503	0.0211540817577	0.0186078566506	0.0148374124662	0.0232676506944	0.0192081536652	0.0305773551728	0.00938745387454	0.0192686997421	0.0222121349675	0.0256125844509	0.0158025050976	0.0191908366267	0.023656776263	0.0196377043924	0.0179292929293	0.0157159487776	0.0189638886871	0.0158898305085	0.0176851186197	0.0167652859961	0.0168037182696	0.0195217179112
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae	0.000183815082027	0.0	0.0	0.0	0.0	0.000346668515565	0.00050897985894	0.000653338560042	0.0	0.0	0.000151722045213	6.05235285217e-05	0.000201673893315	7.28226041363e-05	0.0	0.000534616412724	0.000120230843219	0.0	0.0	0.0	0.00021186440678	0.000143781452193	0.000328731097962	0.000357525920629	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae	0.00583612885437	0.00200711613904	0.00606439512348	0.00432882754114	0.00482425913163	0.0063787006864	0.00458081873046	0.00640271788841	0.0060568562962	0.0020073800738	0.00295857988166	0.00472083522469	0.00524352122618	0.00254879114477	0.00502377922165	0.00414327719861	0.00508977236294	0.0040404040404	0.00436554132712	0.00966359078689	0.00550847457627	0.00366642703091	0.00525969756739	0.00786557025384	0.00512445095168
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	0.0138780386931	0.00711613903841	0.0117536730228	0.0193980479438	0.00758097863542	0.0135200721071	0.0141060132335	0.0131974389128	0.0120811488489	0.0151143911439	0.0114550144136	0.0217279467393	0.014117172532	0.0127439557239	0.0154397481412	0.0118952151831	0.011542160949	0.0113636363636	0.0128055878929	0.0150403255104	0.0137711864407	0.00704529115744	0.0111768573307	0.012513407222	0.0124450951684
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae	0.00556040623133	0.00228081379436	0.00275085964364	0.00392044758443	0.00172294968987	0.00277334812452	0.00334472478732	0.00326669280021	0.00420072291511	0.00227306273063	0.00212410863298	0.00426690876078	0.00584854290612	0.00313137197786	0.00341616987072	0.00334135257952	0.00236453991664	0.00126262626263	0.00261932479627	0.00392356317663	0.000847457627119	0.00287562904385	0.00197238658777	0.00536288880944	0.00341630063446
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__	0.00183815082027	0.000273697655323	0.00250078149422	0.00147016784416	0.00103376981392	0.0010400055467	0.00101795971788	0.00169868025611	0.00143280471523	0.000590405904059	0.000682749203459	0.000756544106521	0.000504184733286	0.000873871249636	0.000937772121375	0.00126971398022	0.000841615902533	0.000252525252525	0.00058207217695	0.000726585773451	0.0010593220339	0.000359453630482	0.000328731097962	0.000715051841258	0.00122010736945
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae	0.0245852672212	0.00830216221148	0.0134417005314	0.0196839139135	0.0106822880772	0.015946751716	0.0143968588672	0.0171174702731	0.0160213618158	0.0070258302583	0.0124412077075	0.0165531850507	0.0209740849047	0.0124526653073	0.0172818005225	0.0191125367549	0.0134257774928	0.0136363636364	0.0119324796275	0.0146770326237	0.0114406779661	0.0164629762761	0.0111768573307	0.0143010368252	0.0122010736945
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae	0.000321676393548	9.12325517745e-05	0.000187558612066	0.000163351982685	0.0	6.93337031131e-05	0.00014542281684	0.000196001568013	0.000260509948224	0.000206642066421	7.58610226066e-05	0.000211832349826	0.000100836946657	7.28226041363e-05	0.000267934891821	0.000200481154771	0.000120230843219	0.0	0.0	7.26585773451e-05	0.0	0.000143781452193	0.0	0.0	0.00024402147389
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	0.00179219704977	0.000273697655323	0.00131291028446	0.00208273777923	0.000689179875948	0.00138667406226	0.00116338253472	0.00124134326408	0.00104203979289	0.000649446494465	0.00204824761038	0.00145256468452	0.00171422809317	0.00138362947859	0.00133967445911	0.00133654103181	0.00164315485733	0.000505050505051	0.000291036088475	0.000871902928141	0.000847457627119	0.000862688713156	0.00131492439185	0.00143010368252	0.000976085895559
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__	0.000413583934562	0.0	0.000312597686777	0.000857597909095	0.000689179875948	0.000208001109339	0.00029084563368	0.000130667712008	0.00016281871764	5.90405904059e-05	0.0	0.000211832349826	0.000302510839972	0.000218467812409	6.69837229553e-05	0.000267308206362	4.00769477397e-05	0.0	0.0	0.000217975732035	0.00021186440678	7.18907260963e-05	0.0	0.0	0.00024402147389
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	0.000413583934562	0.000182465103549	0.0	0.00110262588312	0.0	6.93337031131e-05	7.271140842e-05	0.000196001568013	3.2563743528e-05	0.0	0.0	0.000181570585565	0.0	0.0	6.69837229553e-05	6.68270515905e-05	0.000280538634178	0.0	0.00058207217695	7.26585773451e-05	0.000635593220339	0.000431344356578	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.000137861311521	9.12325517745e-05	0.000125039074711	0.0	0.00103376981392	0.000346668515565	0.00021813422526	0.000130667712008	0.000130254974112	5.90405904059e-05	7.58610226066e-05	0.00036314117113	0.000504184733286	0.0	0.000167459307388	0.000467789361133	0.000160307790959	0.0	0.0	0.000217975732035	0.0	7.18907260963e-05	0.000328731097962	0.000357525920629	0.000488042947779
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	0.152704379394	0.239485448408	0.17067833698	0.224731490178	0.268090971744	0.141371420648	0.129353595579	0.179014765451	0.185515646879	0.11563099631	0.155970262479	0.244575578756	0.187556720782	0.203320710749	0.220811842722	0.15376904571	0.191808271882	0.274747474747	0.282305005821	0.161156724551	0.290889830508	0.181308411215	0.265285996055	0.23882731498	0.285261102977
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	0.0548228482147	0.0961591095703	0.0577680525164	0.0954383958835	0.109235010338	0.0452055744297	0.0578782811023	0.0851953482295	0.0907225894689	0.0815055350554	0.126156880595	0.0819488576184	0.0576787334879	0.0734051849694	0.0822895036506	0.0412322908313	0.0833199743508	0.119949494949	0.119033760186	0.0526048099978	0.133262711864	0.0717469446441	0.0996055226824	0.113335716839	0.114446071254
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1;f__	0.00427370065714	0.000912325517745	0.00400125039075	0.00371625760608	0.00206753962784	0.0031893503432	0.00261761070312	0.00359336208023	0.00345175681396	0.000885608856089	0.00204824761038	0.00332879406869	0.00363013007966	0.00167491989514	0.00348315359368	0.00340817963111	0.00248477075986	0.00151515151515	0.00291036088475	0.00319697740318	0.00296610169492	0.00222861250899	0.00262984878369	0.00143010368252	0.00219619326501
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae	0.00119479803318	0.00145972082839	0.000562675836199	0.00110262588312	0.00103376981392	0.000485335921792	0.0010906711263	0.00104534169607	0.000814093588199	0.000619926199262	0.00128963738431	0.00114994704191	0.000605021679944	0.000509758228954	0.000937772121375	0.000735097567495	0.000881692850273	0.000505050505051	0.000291036088475	0.00101722008283	0.0010593220339	0.000503235082674	0.000328731097962	0.000357525920629	0.000732064421669
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae	0.000183815082027	0.000547395310647	0.000187558612066	0.000285865969698	0.000344589937974	0.0	0.0	0.000326669280021	6.51274870559e-05	0.000177121771218	0.000606888180853	0.000484188228174	0.000403347786629	0.000582580833091	0.000100475584433	6.68270515905e-05	0.000280538634178	0.0	0.00058207217695	0.00014531715469	0.0	0.000718907260963	0.0	0.0	0.000732064421669
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84;f__	0.000183815082027	0.0	0.000312597686777	4.08379956712e-05	0.000344589937974	6.93337031131e-05	0.0	0.000196001568013	0.00016281871764	8.85608856089e-05	0.00022758306782	0.000211832349826	0.000201673893315	0.000218467812409	0.000100475584433	0.000400962309543	4.00769477397e-05	0.000505050505051	0.000291036088475	0.000363292886725	0.000423728813559	0.0	0.0	0.000715051841258	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae	0.000367630164055	0.00301067420856	0.000187558612066	0.000980111896108	0.00103376981392	0.000693337031131	0.0003635570421	0.000914673984059	0.00107460353642	0.000354243542435	0.00121377636171	0.000817067635043	0.00100836946657	0.000291290416545	0.000870788398419	0.000668270515905	0.000841615902533	0.000505050505051	0.00058207217695	0.00130785439221	0.0	0.00079079798706	0.0	0.00107257776189	0.000488042947779
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae	9.19075410137e-05	0.000729860414196	0.000187558612066	0.000653407930739	0.0	0.000346668515565	0.00029084563368	0.000326669280021	0.000781529844671	8.85608856089e-05	0.000531027158246	0.000665758813739	0.000403347786629	0.000582580833091	0.000200951168866	0.000267308206362	0.000400769477397	0.0	0.00058207217695	7.26585773451e-05	0.0	0.000431344356578	0.0	0.000357525920629	0.00024402147389
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MIZ46;f__	0.000275722623041	9.12325517745e-05	0.000250078149422	0.000367541961041	0.000689179875948	0.000208001109339	0.0003635570421	0.000718672416046	0.000130254974112	0.000324723247232	0.0	0.000151308821304	0.000403347786629	0.000145645208273	0.000267934891821	0.000133654103181	0.000320615581917	0.0	0.00058207217695	0.000508610041415	0.0	7.18907260963e-05	0.000328731097962	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__	0.0273884472221	0.0160569291123	0.0181931853704	0.0202148078572	0.0141281874569	0.0169867572627	0.0298843888606	0.0181628119692	0.0461428245791	0.0107453874539	0.0286754665453	0.0211227114541	0.0218816174246	0.0165307311389	0.0217027262375	0.0202485966319	0.0220823982046	0.015404040404	0.0168800931315	0.0197631330379	0.0135593220339	0.0146657081237	0.0203813280736	0.0110833035395	0.0161054172767
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__0319-6G20	0.000275722623041	0.000182465103549	0.000375117224133	0.000163351982685	0.0	0.000138667406226	0.0	6.53338560042e-05	0.000293073691752	0.0	0.00022758306782	0.000211832349826	0.000100836946657	7.28226041363e-05	0.000100475584433	0.000200481154771	4.00769477397e-05	0.0	0.0	0.00029063430938	0.0	0.000287562904385	0.0	0.0	0.00024402147389
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae	0.00795000229769	0.00693367393486	0.00931541106596	0.00518642545024	0.00206753962784	0.00776537474867	0.00494437577256	0.00476937148831	0.00595916506562	0.00407380073801	0.00546199362767	0.00357088818278	0.00715942321267	0.00466064666472	0.0050907629446	0.00608126169473	0.00492946457198	0.00580808080808	0.00407450523865	0.00544939330088	0.00317796610169	0.00733285406183	0.00230111768573	0.00321773328566	0.00536847242557
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae	0.000551445246082	0.000547395310647	0.000437636761488	0.000857597909095	0.0013783597519	0.000346668515565	0.00094524830946	0.000588004704038	0.00130254974112	0.000324723247232	0.000303444090426	0.000726282342261	0.000705858626601	0.000291290416545	0.000468886060687	0.000534616412724	0.000681308111574	0.000757575757576	0.000873108265425	0.00305166024849	0.000847457627119	0.00129403306973	0.000657462195924	0.0	0.00024402147389
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae	0.000689306557603	0.00082109296597	0.000812753985621	0.000857597909095	0.000344589937974	0.000832004437357	0.0010906711263	0.00104534169607	0.000586147383503	0.000738007380074	0.00136549840692	0.00108942351339	0.000907532519915	0.00101951645791	0.000870788398419	0.00147019513499	0.000881692850273	0.0	0.000291036088475	0.000363292886725	0.000635593220339	0.000862688713156	0.000328731097962	0.00214515552378	0.00024402147389
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae	0.00179219704977	0.00118602317307	0.00131291028446	0.00163351982685	0.0013783597519	0.00270401442141	0.0025448992947	0.00202534953613	0.00459148783744	0.000974169741697	0.0057654377181	0.0022393705553	0.00100836946657	0.00167491989514	0.00231093844196	0.00187115744453	0.00148284706637	0.00126262626263	0.0011641443539	0.00116253723752	0.00127118644068	0.00165348670022	0.000328731097962	0.00178762960315	0.000976085895559
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__	0.00119479803318	0.000729860414196	0.00193810565802	0.00159268183118	0.00172294968987	0.00187200998405	0.0010906711263	0.00209068339213	0.00214920707285	0.0010332103321	0.00106205431649	0.0029353911333	0.00151255419986	0.000509758228954	0.00137316632058	0.00113605987704	0.00104200064123	0.00126262626263	0.0011641443539	0.00152583012425	0.00233050847458	0.000934579439252	0.00131492439185	0.00143010368252	0.000976085895559
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__MND4	0.000275722623041	0.000273697655323	0.000125039074711	0.000204189978356	0.0	0.000138667406226	0.0003635570421	0.000130667712008	9.76912305839e-05	0.00109225092251	7.58610226066e-05	0.000332879406869	0.000100836946657	0.000218467812409	0.000133967445911	0.0	0.0	0.0	0.000291036088475	0.00029063430938	0.00021186440678	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__NB1-i	0.0013326593447	0.000456162758872	0.000625195373554	0.000612569935068	0.0	0.000416002218678	0.0007271140842	0.000457336992029	0.000586147383503	0.000472324723247	7.58610226066e-05	0.000847329399304	0.00121004335989	0.000291290416545	0.000736820952509	0.000668270515905	0.000521000320616	0.000757575757576	0.0	0.000363292886725	0.000423728813559	0.000287562904385	0.000657462195924	0.000357525920629	0.00024402147389
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae	0.000965029180644	0.000273697655323	0.000937793060331	0.00134765385715	0.000344589937974	0.000693337031131	0.0003635570421	0.000849340128054	0.000683838614087	0.000442804428044	0.00022758306782	0.000544711756695	0.000504184733286	0.000509758228954	0.000770312813986	0.000735097567495	0.000440846425136	0.000757575757576	0.000291036088475	0.00138051296956	0.0	0.000503235082674	0.000657462195924	0.000357525920629	0.000976085895559
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other	0.000275722623041	9.12325517745e-05	0.000125039074711	4.08379956712e-05	0.0	0.000138667406226	0.00014542281684	6.53338560042e-05	0.000293073691752	0.000206642066421	7.58610226066e-05	0.000181570585565	0.000403347786629	0.000145645208273	0.000234443030344	6.68270515905e-05	8.01538954793e-05	0.0	0.0	0.000508610041415	0.0	7.18907260963e-05	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__34P16;f__	0.000597399016589	9.12325517745e-05	0.000250078149422	0.000245027974027	0.000689179875948	0.000208001109339	0.00029084563368	0.0	0.000521019896447	0.00029520295203	7.58610226066e-05	6.05235285217e-05	0.000100836946657	0.000364113020682	0.000334918614777	0.000133654103181	0.000160307790959	0.000252525252525	0.00058207217695	0.00014531715469	0.0	7.18907260963e-05	0.0	0.0	0.00024402147389
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__211ds20	0.000183815082027	0.000182465103549	0.000562675836199	0.000245027974027	0.000344589937974	0.000208001109339	0.00021813422526	0.000130667712008	0.000748966101143	2.9520295203e-05	0.000379305113033	0.000877591163565	0.000100836946657	0.000364113020682	0.000133967445911	0.000133654103181	0.000200384738698	0.000252525252525	0.0	0.000217975732035	0.00021186440678	0.000359453630482	0.0	0.0	0.00024402147389
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae	0.000137861311521	0.000638627862421	0.0	0.000775921917752	0.0	6.93337031131e-05	0.00014542281684	0.000849340128054	0.000455892409391	0.000472324723247	0.0023516917008	0.000574973520956	0.000302510839972	0.000145645208273	0.000468886060687	0.000133654103181	0.000120230843219	0.00126262626263	0.000291036088475	0.00043595146407	0.000423728813559	0.000647016534867	0.000657462195924	0.000357525920629	0.00024402147389
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	0.000183815082027	0.000273697655323	0.000187558612066	0.000122513987014	0.0	0.000277334812452	0.00021813422526	0.000522670848033	6.51274870559e-05	2.9520295203e-05	0.00022758306782	3.02617642609e-05	0.000201673893315	0.000364113020682	0.000100475584433	0.000133654103181	0.0	0.000252525252525	0.000291036088475	0.00014531715469	0.0	0.0	0.000657462195924	0.000715051841258	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__	9.19075410137e-05	0.000182465103549	0.0	4.08379956712e-05	0.000689179875948	0.0	7.271140842e-05	0.000130667712008	6.51274870559e-05	0.000147601476015	7.58610226066e-05	0.000151308821304	0.000302510839972	0.000218467812409	0.000100475584433	0.000133654103181	4.00769477397e-05	0.0	0.0	0.000363292886725	0.0	0.000143781452193	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	0.00464133082119	0.000912325517745	0.00793998124414	0.0129456446278	0.0013783597519	0.00526936143659	0.00588962408202	0.00823206585653	0.0022143345599	0.00315867158672	0.0542406311637	0.00360114994704	0.00665523847938	0.00436935624818	0.00529171411347	0.00407645014702	0.00148284706637	0.00353535353535	0.00291036088475	0.0066119305384	0.00338983050847	0.00136592379583	0.00262984878369	0.00321773328566	0.00292825768668
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae	0.0912182344561	0.0324787884317	0.0657080337606	0.0632988932903	0.065472088215	0.0544962906469	0.0602777575802	0.0590618058278	0.0677000227946	0.0318228782288	0.0520406615081	0.0665153578454	0.0771402641928	0.0647392950772	0.0628642239936	0.0680299385191	0.0557470343059	0.054797979798	0.0622817229336	0.0757828961709	0.0552966101695	0.0543493889288	0.0644312952005	0.0643546657133	0.0602733040508
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae	0.0120398878728	0.00738983669373	0.0180056267584	0.0175195001429	0.00964851826327	0.0108853913888	0.0098160401367	0.0198614922253	0.0113321827477	0.0147896678967	0.0106205431649	0.0231805114238	0.0112937380256	0.0115787940577	0.0131623015607	0.0118283881315	0.0117425456877	0.0113636363636	0.00960419091967	0.0172200828308	0.0135593220339	0.0104960460101	0.00986193293886	0.012513407222	0.0102489019034
k__Bacteria;p__Proteobacteria;c__TA18;o__CV90;f__	0.000459537705069	0.000547395310647	0.000375117224133	0.000204189978356	0.0	0.000277334812452	0.00014542281684	0.000196001568013	9.76912305839e-05	5.90405904059e-05	7.58610226066e-05	0.000151308821304	0.000403347786629	0.000145645208273	0.000234443030344	0.000200481154771	0.000160307790959	0.0	0.0	7.26585773451e-05	0.0	7.18907260963e-05	0.0	0.0	0.0
k__Bacteria;p__SBR1093;c__;o__;f__	0.000275722623041	9.12325517745e-05	0.000875273522976	0.000285865969698	0.000344589937974	0.000138667406226	0.00029084563368	0.00078400627205	0.00016281871764	5.90405904059e-05	0.0	0.000181570585565	0.000403347786629	0.000291290416545	0.000301426753299	0.000133654103181	0.000200384738698	0.000505050505051	0.00058207217695	0.00043595146407	0.00021186440678	0.000359453630482	0.000328731097962	0.0	0.000732064421669
k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales];f__Leptospiraceae	0.000183815082027	0.000182465103549	0.0	0.000163351982685	0.000344589937974	0.000138667406226	0.00014542281684	0.000196001568013	0.0	0.000206642066421	0.00022758306782	0.000211832349826	0.0	0.000218467812409	0.000100475584433	0.000133654103181	0.0	0.0	0.000291036088475	0.000217975732035	0.0	0.000503235082674	0.0	0.0	0.00024402147389
k__Bacteria;p__TM7;c__SC3;o__;f__	0.000275722623041	0.0	0.0	0.000204189978356	0.000689179875948	0.000624003328018	0.00021813422526	0.00672938716843	0.000976912305839	2.9520295203e-05	0.0	0.000453926463913	0.000907532519915	0.00269443635304	0.00056936164512	0.000334135257952	0.000120230843219	0.000252525252525	0.0011641443539	0.0	0.000847457627119	7.18907260963e-05	0.00164365548981	0.00214515552378	0.0
k__Bacteria;p__TM7;c__TM7-1;o__;f__	0.0105234134461	0.00082109296597	0.00912785245389	0.00383877159309	0.00379048931771	0.00589336476461	0.00894350323566	0.00607604860839	0.01393728223	0.00079704797048	0.00614474283113	0.00484188228174	0.0132096400121	0.00247596854064	0.00388505593141	0.00441058540497	0.00380731003527	0.00328282828283	0.00203725261932	0.0220155489356	0.00296610169492	0.00539180445723	0.00262984878369	0.00286020736503	0.00195217179112
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	0.000413583934562	9.12325517745e-05	0.000250078149422	8.16759913423e-05	0.0	0.000208001109339	0.0003635570421	0.000130667712008	0.000195382461168	2.9520295203e-05	0.0	0.000181570585565	0.000201673893315	0.000509758228954	0.000133967445911	0.0	0.000120230843219	0.0	0.0	7.26585773451e-05	0.0	0.000143781452193	0.0	0.000357525920629	0.0
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__	0.00105693672166	0.000547395310647	0.000250078149422	0.00069424592641	0.0	0.000485335921792	0.00079982549262	0.000653338560042	0.000390764922335	0.000354243542435	0.000682749203459	0.000877591163565	0.00121004335989	0.0008010486455	0.000636345368076	0.000534616412724	0.000360692529657	0.0	0.000291036088475	0.000726585773451	0.000847457627119	0.000647016534867	0.000328731097962	0.000357525920629	0.00024402147389
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__Ellin517	0.00243554983686	0.000729860414196	0.00143794935917	0.00106178788745	0.0013783597519	0.0010400055467	0.00116338253472	0.00078400627205	0.000618711127031	0.000472324723247	0.00128963738431	0.001392041156	0.000907532519915	0.00109233906204	0.00147364190502	0.000668270515905	0.000881692850273	0.000505050505051	0.000873108265425	0.00159848870159	0.000423728813559	0.00107836089145	0.000657462195924	0.000715051841258	0.00024402147389
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales];f__01D2Z36	0.000137861311521	9.12325517745e-05	0.000187558612066	0.0	0.0	0.000138667406226	0.00014542281684	0.000130667712008	0.000227946204696	0.0	0.000682749203459	0.000151308821304	0.000302510839972	0.0	0.000100475584433	0.0	8.01538954793e-05	0.0	0.0	0.000217975732035	0.0	7.18907260963e-05	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales];f__[Chthoniobacteraceae]	0.000413583934562	0.000273697655323	0.000312597686777	0.000326703965369	0.000344589937974	0.000416002218678	0.0003635570421	0.000392003136025	0.000195382461168	0.000265682656827	0.000303444090426	0.000484188228174	0.000504184733286	0.000218467812409	0.000401902337732	0.000267308206362	4.00769477397e-05	0.000252525252525	0.0	0.000363292886725	0.00021186440678	0.000359453630482	0.0	0.000357525920629	0.00024402147389
